,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,Summer Cruising Regions,Summer Hot Spots,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,Winter Cruising Regions,Winter Hot Spots,description
2126,MASTERMIND,Catamarans,8.0,4.0,3.0,20.14,2023,Sixty 7,4214,7714,"Mediterranean, Croatia, Montenegro",,4214,7714,"Mediterranean, Croatia, Montenegro",,"The 20.14m/66'1"" catamaran yacht 'Mastermind' is an excellent new superyacht for the luxury charter market. Delivered by the French shipyard Lagoon  and featuring interior styling by French designer Lagoon she can comfortably accommodate up to 8 guests in 4 cabins."
2127,MASTIFF,Expedition Yachts,9.0,4.0,5.0,28.0,2010,Conversion,0,0,,,0,0,,,The 32m/105' 'Mastiff' classic yacht built by shipyard Appledore is available for charter for up to 9 guests in 4 cabins. This  yacht  features interior styling by Andrea De Martino.
2128,MATA MUA,Sailing Yachts,9.0,4.0,6.0,38.5,2017,Custom,8143,9786,,"Ibiza, The Balearics",8143,9786,,"Ibiza, The Balearics","The 38.5m/126'4"" 'Mata Mua' sail yacht built by shipyard Scheepswerf Friesland is available for charter for up to 9 guests in 4 cabins. This  yacht  features interior styling by Lemmer."
2129,MATAU,Catamarans,8.0,4.0,4.0,22.86,2006,Custom,0,0,,,0,0,"Central America, Costa Rica, Mexico",,The 22.86m/75' 'Matau' catamaran yacht built by shipyard Privilege Yard is available for charter for up to 8 guests in 4 cabins.
2130,MATINA,Gulet Yachts,20.0,8.0,6.0,38.0,2004,Custom,6714,7857,"Mediterranean, Greece",Mykonos,6714,7857,"Mediterranean, Greece",Mykonos,"The 38m/124'8"" gulet yacht 'Matina' by shipyard Perama offers flexible accommodation for up to 20 guests in 8 cabins."
2131,MATSU,Motor Yachts,8.0,4.0,6.0,37.0,2022,120 Sport,14643,14643,"Mediterranean, France, Italy, Monaco","Corsica, French Riviera, Sardinia",14643,14643,"Mediterranean, France, Italy, Monaco","Corsica, French Riviera, Sardinia","The 36.45m/119'7"" motor yacht 'Matsu' by the Italian shipyard ISA Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Cristiano Gatto Design."
2132,MATTEA,Catamarans,8.0,4.0,4.0,23.8,2025,80 Sunreef Power Eco,13571,15286,"Mediterranean, Greece","Calvi, Cannes, Corsica, French Riviera, Mykonos, Santorini, Sardinia, St Tropez",0,0,"Caribbean, Antigua, Bahamas, Cuba, Saint Martin, St Barts",Virgin Islands,"The 23.96m/78'7"" catamaran yacht 'Mattea' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Polish shipyard Sunreef Yachts  and featuring interior styling by Polish designer Sunreef Yachts she can comfortably accommodate up to 8 guests in 4 cabins."
2133,MATZU,Open Yachts,10.0,4.0,5.0,30.78,2014,101 Sport Yacht,0,0,,"Florida, Miami",0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts",,The 30.78m/101' 'Matzu' open yacht built by the British shipyard Sunseeker is available for charter for up to 10 guests in 4 cabins. This  yacht  features interior styling by British designer Sunseeker.
2134,MAVE,Motor Yachts,8.0,4.0,4.0,26.8,2020,SX88,0,13357,"Caribbean, Bahamas",,0,0,"Caribbean, Bahamas",,The 26.82m/88' 'Mave' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Italian designer Studio Lissoni.
2136,MAVERICK,Catamarans,11.0,5.0,3.0,21.34,2013,Custom,0,0,,,0,0,Caribbean,Virgin Islands,The 21.34m/70' catamaran yacht 'Maverick' by the Polish shipyard Sunreef Yachts offers flexible accommodation for up to 11 guests in 5 cabins.
2137,MAVERICK,Motor Yachts,8.0,4.0,7.0,42.06,2013,Custom,0,0,"Caribbean, Bahamas",,0,0,"Caribbean, Bahamas",,"The 42.1m/138'1"" 'Maverick' motor yacht built by Nishii Shipyards is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Puleo Inc.."
2138,MAVERICK,Motor Yachts,12.0,6.0,11.0,49.99,2022,Oceano 50,0,0,"Caribbean, Bahamas",,0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts",Virgin Islands,"The 49.9m/163'9"" 'Maverick' motor yacht built by the Italian shipyard Mangusta is available for charter for up to 12 guests in 6 cabins. This award winning  yacht  features interior styling by Italian designer Mangusta."
2139,MAVERICK,Motor Yachts,11.0,5.0,9.0,39.8,2022,Custom,28143,30500,"Mediterranean, France, Italy, Monaco","Calvi, Corsica, French Riviera, Sardinia",0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts",Virgin Islands,"The multi-award winning 40m/131'3"" motor yacht 'Maverick' by the Italian shipyard Admiral Yachts offers flexible accommodation for up to 11 guests in 5 cabins and features interior styling by Italian designer Admiral Yachts."
2140,MAXI BEER,Motor Yachts,9.0,4.0,4.0,27.07,2018,Ferretti 881 RPH,8929,9786,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia",8929,9786,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia","The 27.03m/88'8"" motor yacht 'Maxi Beer' by the Italian shipyard Ferretti Yachts offers flexible accommodation for up to 9 guests in 4 cabins and features interior styling by Italian designer Zuccon."
2141,MAXIMILIAN MMIV,Motor Yachts,11.0,5.0,9.0,45.01,2018,Sunrise 45/46m,29286,34214,"Mediterranean, Croatia, France, Greece, Italy, Malta, Monaco, Montenegro, Turkey","Amalfi Coast, Corsica, French Riviera, Mykonos, Sardinia",29286,34214,"Mediterranean, Greece, Turkey",Mykonos,"The 44.85m/147'2"" 'Maximilian MMIV' motor yacht built by the Turkish shipyard Sunrise Yachts is available for charter for up to 11 guests in 5 cabins. This  yacht  features interior styling by French designer Franck Darnet Design."
2143,MAXIMUS,Motor Yachts,10.0,5.0,4.0,30.0,2021,100' Corsaro,17786,20000,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia",17786,20000,"Mediterranean, France, Monaco",French Riviera,"The 29.9m/98'1"" 'Maximus' motor yacht built by the Italian shipyard Riva is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by Italian designer Ferretti Design."
2144,MAXIMUS,Sailing Yachts,6.0,3.0,10.0,59.0,2023,Custom,0,0,,,0,0,,,"The 59m/193'7"" sail yacht 'Maximus' is an excellent new superyacht for the luxury charter market. Delivered by the Dutch shipyard Vitters  and featuring interior styling by Spencer-Churchill Designs Ltd she can comfortably accommodate up to 6 guests in 3 cabins."
2145,MAXITA,Gulet Yachts,12.0,6.0,7.0,39.15,2024,Custom,11071,13857,"Mediterranean, Croatia, Montenegro",,11071,11071,"Mediterranean, Croatia, Montenegro",,"The 39.15m/128'5"" gulet yacht 'Maxita' is an excellent new superyacht for the luxury charter market. Delivered by shipyard Kolotura  she can comfortably accommodate up to 12 guests in 6 cabins."
2146,MAYBE NOT,Motor Yachts,8.0,4.0,4.0,25.3,2022,Ferretti 830,6429,7000,"Mediterranean, Greece",Mykonos,6429,6429,"Mediterranean, Greece",Mykonos,The 25.3m/83' motor yacht 'Maybe Not' by the Italian shipyard Ferretti Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Zuccon.
2147,MAYRILOU,Catamarans,10.0,5.0,4.0,20.45,2017,Supreme 68 Power,6500,7357,"Mediterranean, France, Monaco","Corsica, French Riviera, Sardinia",6500,7357,,,"The 20.45m/67'1"" 'Mayrilou' catamaran yacht built by the Polish shipyard Sunreef Yachts is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by Polish designer Sunreef Yachts."
2148,MAZUKI,Motor Yachts,10.0,4.0,3.0,25.0,2017,SL82,6286,6857,"Mediterranean, Monaco","Calvi, Cannes, Corsica, French Riviera, Ligurian Riviera, Portofino, Sardinia, St Tropez",0,0,,,The 25m/82' 'Mazuki' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 10 guests in 4 cabins. This  yacht  features interior styling by Italian designer Sanlorenzo.
2149,MEDITERRANI IV,Motor Yachts,8.0,4.0,2.0,22.1,2006,Custom,3929,4429,,"Ibiza, The Balearics",3929,4429,,"Ibiza, The Balearics","The 22m/72'2"" motor yacht 'Mediterrani IV' by the British shipyard Sunseeker offers flexible accommodation for up to 8 guests in 4 cabins."
2150,MEDUSA,Motor Yachts,10.0,4.0,5.0,30.5,2017,Azimut 100 Jumbo,10429,11286,,Dubai,0,0,,,The 30.48m/100' motor yacht 'Medusa' by the Italian shipyard Azimut offers flexible accommodation for up to 10 guests in 4 cabins and features interior styling by British designer Ken Freivokh.
2151,MEIN SCHATZ,Gulet Yachts,10.0,5.0,5.0,30.0,2013,Custom,4429,5571,"Mediterranean, Greece","Mykonos, Santorini",3357,4429,"Mediterranean, Greece","Mykonos, Santorini","The 30m/98'5"" 'Mein Schatz' gulet yacht built by shipyard Custom is available for charter for up to 10 guests in 5 cabins."
2152,MELI,Motor Yachts,12.0,5.0,5.0,27.52,2023,Ferretti 881 RPH,8786,9643,"Mediterranean, Greece, Turkey",Mykonos,8786,8786,"Mediterranean, Greece, Turkey",Mykonos,"The 27.03m/88'8"" motor yacht 'Meli' by the Italian shipyard Ferretti Yachts offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Italian designer Zuccon."
2153,MELINKA,Sailing Yachts,6.0,3.0,3.0,24.38,2003,Swan 76 Extended,0,0,,,0,0,,,The 24.38m/80' sail yacht 'Melinka' by the Finnish shipyard Nautor Swan offers flexible accommodation for up to 6 guests in 3 cabins.
2155,MELLON,Motor Yachts,10.0,5.0,13.0,54.99,2021,Amels 180,50286,58643,"Mediterranean, Croatia, Italy, Montenegro",Amalfi Coast,0,0,"Bermuda, Caribbean, Antigua, Bahamas, Saint Martin, St Barts",Virgin Islands,"The 55m/180'5"" 'Mellon' (ex. Gigagi) motor yacht built by the Dutch shipyard Amels is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by Italian designer Laura Sessa Romboli."
2156,MEME,Motor Yachts,9.0,4.0,4.0,23.98,2021,Maiora 24,5143,5786,"Mediterranean, France, Italy, Malta, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia",5143,5786,,,"The 24m/78'9"" 'Meme' motor yacht built by the Italian shipyard Maiora is available for charter for up to 9 guests in 4 cabins. This  yacht  features interior styling by Roberto Del Re."
2157,MEMENTO VIVERE,Motor Yachts,10.0,5.0,7.0,39.62,2021,Westport 130,0,0,"Caribbean, Bahamas",,0,0,"Caribbean, Bahamas",,The 39.62m/130' motor yacht 'Memento Vivere' by the American shipyard Westport Yachts offers flexible accommodation for up to 10 guests in 5 cabins.
2158,MEMORIES,Motor Yachts,8.0,4.0,4.0,28.5,2024,90' Argo,15000,15000,"Mediterranean, Monaco","Calvi, Cannes, Corsica, French Riviera, Ibiza, Mallorca, St Tropez, The Balearics",0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts",,"The 28.49m/93'6"" motor yacht 'Memories' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Riva  and featuring interior styling by Italian designer Officina Italiana Design she can comfortably accommodate up to 8 guests in 4 cabins."
2159,MEMORIES,Motor Yachts,12.0,6.0,14.0,60.0,2025,Amels 60,81286,81286,"Mediterranean, France, Italy, Malta, Monaco","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ibiza, Ligurian Riviera, Mallorca, Portofino, Sardinia, St Tropez, The Balearics",0,0,"Caribbean, Bahamas",,"The 60m/196'10"" motor yacht 'Memories' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Dutch shipyard Amels  and featuring interior styling by British designer Harrison Eidsgaard she can comfortably accommodate up to 12 guests in 6 cabins."
2160,MEMORIES TOO,Motor Yachts,12.0,5.0,6.0,30.0,2019,Grande 30 Metri,13857,15000,"Mediterranean, Greece, Turkey",Mykonos,13857,15000,"Mediterranean, Greece, Turkey",Mykonos,"The streamlined beauty of 29m (95.6ft) superyacht MEMORIES TOO was built in 2019 by Azimut Yachts. Characterized by her elegant cobalt blue interiors penned by Savalgni Architetti and elegant silhouette helmed by Stefano Righini, she makes for a blissful yacht charter. Her superlative outdoor spaces wow any guest who steps onboard."
2161,MENORCA,Motor Yachts,12.0,7.0,10.0,48.51,2023,Custom,22000,23643,"Mediterranean, France, Italy","Cannes, French Riviera, St Tropez",22000,23643,"Mediterranean, France, Italy","Cannes, French Riviera, St Tropez","The 48.51m/159'2"" 'Menorca' motor yacht built by shipyard Botje Ensing & Co is available for charter for up to 12 guests in 7 cabins. This  yacht  features interior styling by Apostolos Molindris & Associates."
2162,MERCURY,Motor Yachts,12.0,5.0,12.0,50.0,2006,Custom,28786,31357,"Mediterranean, Croatia, Greece, Montenegro, Turkey",Mykonos,28786,31357,"Mediterranean, Croatia, Montenegro",,The 49.99m/164' motor yacht 'Mercury' (ex. Malibu) by the Dutch shipyard Amels offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by English designer Terence Disdale.
2163,MERIDIAN A,Motor Yachts,12.0,9.0,27.0,85.1,2019,Custom,154714,154714,"Mediterranean, Monaco","Calvi, Cannes, Corsica, French Riviera, Ligurian Riviera, Portofino, Sardinia, St Tropez",154714,154714,"Mediterranean, Monaco","Calvi, Cannes, Corsica, French Riviera, Ligurian Riviera, Portofino, Sardinia, St Tropez","The 85.1m/279'2"" 'Meridian A' motor yacht built by the German shipyard Lurssen is available for charter for up to 12 guests in 9 cabins. This  yacht  features interior styling by British designer Reymond Langton Design."
2164,MERLIN,Gulet Yachts,9.0,4.0,5.0,36.07,2010,Custom,6286,7429,,,0,0,,,"The 30.5m/100'1"" gulet yacht 'Merlin' by the Turkish shipyard Mengi Yay offers flexible accommodation for up to 9 guests in 4 cabins."
2165,MERMAID,Gulet Yachts,10.0,5.0,7.0,33.7,2020,Custom,8929,12214,"Mediterranean, Croatia, Montenegro, Turkey",,8929,10571,"Mediterranean, Turkey",,"The 34m/111'7"" gulet yacht 'Mermaid' by shipyard Grande Yacht offers flexible accommodation for up to 10 guests in 5 cabins."
2166,MERVE,Motor Yachts,10.0,5.0,6.0,40.5,2022,Custom,14643,16286,"Mediterranean, Greece, Turkey",Mykonos,14643,14643,"Mediterranean, Turkey",,The 39.62m/130' motor yacht 'Merve' by shipyard Broward offers flexible accommodation for up to 10 guests in 5 cabins.
2167,MES AMIS,Sailing Yachts,10.0,4.0,6.0,44.0,2021,Custom,20857,24214,"Central America, Belize, Costa Rica, South Pacific, Fiji, French Polynesia, New Caledonia, Papua New Guinea",,0,0,"Bermuda, Caribbean, Antigua, Bahamas, Cuba, Saint Martin, St Barts",Virgin Islands,"The award winning 44m/144'4"" sail yacht 'Mes Amis' by shipyard Fitzroy offers flexible accommodation for up to 10 guests in 4 cabins and features interior styling by British designer Adam Lay Studio."
2168,META IV,Sailing Yachts,11.0,5.0,4.0,25.3,2012,Custom,0,0,,,2571,3286,,,The 25.3m/83' 'Meta IV' sail yacht built by shipyard Custom is available for charter for up to 11 guests in 5 cabins.
2169,METSUYAN IV,Motor Yachts,10.0,5.0,7.0,37.0,2024,Custom,18214,21071,"Mediterranean, Croatia, France, Greece, Italy, Monaco, Montenegro, Turkey","Amalfi Coast, Calvi, Corsica, French Riviera, Mykonos, Sardinia",18214,21071,"Mediterranean, Croatia, Greece, Malta, Monaco, Montenegro","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Mykonos, Santorini, Sardinia, St Tropez","The 36.2m/118'9"" motor yacht 'Metsuyan IV' by shipyard CBI Navi offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by British designer Ken Freivokh."
2170,MI ALMA,Motor Yachts,10.0,4.0,6.0,31.01,2018,105 Yacht,8143,9143,"Mediterranean, Greece, Turkey",Mykonos,8143,8143,"Mediterranean, Greece, Turkey",Mykonos,"The 31.01m/101'9"" motor yacht 'Mi Alma' (ex. Ti Amo) by the British shipyard Sunseeker offers flexible accommodation for up to 10 guests in 4 cabins and features interior styling by British designer Sunseeker."
2171,MI AMORE JULIA,Motor Yachts,12.0,5.0,8.0,36.6,2019,Classic 120',20643,22286,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia",20643,22286,"Mediterranean, France, Monaco",French Riviera,"The 36.6m/120'1"" 'Mi Amore Julia' motor yacht built by the Italian shipyard Benetti is available for charter for up to 12 guests in 5 cabins. This  yacht  features interior styling by French designer Zuretti."
2172,MI REINA,Sailing Yachts,6.0,3.0,2.0,23.2,1989,Custom,0,0,,,0,0,,,"The 23.2m/76'1"" sail yacht 'Mi Reina' by shipyard North Wind offers flexible accommodation for up to 6 guests in 3 cabins."
2173,MIA I,Sailing Yachts,9.0,4.0,4.0,26.0,2011,Custom,2571,3429,"Mediterranean, Croatia, Italy, Montenegro",Amalfi Coast,2857,3429,,,"The 26m/85'4"" sail yacht 'Mia I' by shipyard Custom offers flexible accommodation for up to 9 guests in 4 cabins."
2174,MIA KAI,Motor Yachts,8.0,4.0,8.0,29.5,2017,Bilgin 100,0,0,,,0,0,,,"The 29.5m/96'9"" 'Mia Kai' motor yacht built by the Turkish shipyard Bilgin Yachts is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Mer & Design."
2175,MIA RAMA,Motor Yachts,12.0,7.0,12.0,53.54,2021,Custom,40714,40714,"Mediterranean, Croatia, France, Greece, Italy, Malta, Monaco, Montenegro, Turkey","Amalfi Coast, Calvi, Corsica, Dubai, French Riviera, Ibiza, Mykonos, Sardinia, The Balearics",40714,40714,"Mediterranean, Croatia, France, Greece, Italy, Malta, Monaco, Montenegro, Turkey","Amalfi Coast, Calvi, Corsica, Dubai, French Riviera, Ibiza, Mykonos, Sardinia, The Balearics","The 53.54m/175'8"" motor yacht 'Mia Rama' (ex. O'Rama) by the Greek shipyard Golden Yachts offers flexible accommodation for up to 12 guests in 7 cabins and features interior styling by Italian designer Studio Vafiadis."
2176,MIA ROCCA IX,Motor Yachts,8.0,4.0,4.0,27.61,2011,SD92,6214,7357,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia",6214,7357,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia","The 27.6m/90'7"" motor yacht 'Mia Rocca IX' by the Italian shipyard Sanlorenzo offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Francesco Paszkowski Design."
2177,MIA ZOI,Motor Yachts,10.0,4.0,6.0,31.0,2023,Custom,10214,11357,"Mediterranean, Greece, Turkey",Mykonos,9643,9643,"Mediterranean, Greece, Turkey",Mykonos,"The 31m/101'8"" 'Mia Zoi' motor yacht built by the Dutch shipyard Vitters is available for charter for up to 10 guests in 4 cabins. This  yacht  features interior styling by Isabelle Blanchere."
